"gene_names","var_zt","var_ict"
"HAX1",1.5585,1.4156
"MRTO4",1.0259,0.9092
"SLC6A8",1.0905,0.9811
"PCYT2",1.6145,1.5908
"GABBR1",1.7105,1.7175
"EFHD2",0.9293,0.7147
"RBM25",1.0718,0.9276
"TOR1AIP1",1.0673,0.7759
"IRF4",0.5264,0.5033
"LYRM2",0.9631,0.71
"GGT7",0.3658,0.3687
"HGSNAT",1.4389,1.3052
"BBS2",0.4327,0.2014
"PCMTD1",1.3394,1.5572
"PPP2R2A",1.7384,1.6867
"TNPO1",1.6235,1.5474
"ZNF274",1.5862,1.5182
"RAB11A",1.2982,1.2524
"TRIM68",1.0964,1.0868
"TM9SF4",1.2611,1.378
"FCAR",0.6765,0.5473
"GSDMD",1.114,1.0844
"AIP",1.6453,1.6615
"PFKFB4",0.6488,0.3948
"RFC5",1.2189,0.9461
"DHX8",1.2278,0.9541
"CNOT8",1.4921,1.2455
"HNRNPH2",1.242,1.3574
"CRK",1.1485,0.9735
"PAN3",1.8532,1.9535
"NDUFS2",1.8743,1.9112
"PPP2R5B",0.9197,0.7641
"CRAT",0.8533,0.641
"TFCP2",1.1467,1.1613
"PPP2R1B",1.4967,1.4581
"SERINC1",1.3706,1.4417
"MTMR1",0.916,1.0175
"LY96",1.7548,1.7174
"GLTSCR1",1.2202,1.0612
"FCRL2",0.434,0.3229
"ZFP36L1",1.3982,1.2717
"ZNF45",1.1233,1.2905
"TUBD1",1.0441,0.9455
"RHOB",0.5996,0.4429
"UBE2K",1.0224,1.0754
"CTDSP2",1.4306,1.3392
"SENP6",1.6134,1.4805
"TRAPPC5",1.3336,1.3487
"VPS54",1.5009,1.564
"NADK",0.8895,0.5926
"TERF2IP",1.4553,1.3775
"ANKFY1",1.5265,1.5129
"SURF2",1.2655,1.2829
"ETS2",0.8152,0.6192
"BRD4",1.2673,0.9656
"PDS5A",1.2978,1.0539
"FOXRED1",1.6719,1.6158
"LYSMD4",1.0421,0.8252
"SETD3",1.8339,1.7506
"BRF1",1.6705,1.7094
"GGNBP2",1.1809,0.9757
"ZFAND1",1.3192,0.9606
"NDOR1",1.3875,1.2821
"TMEM176A",1.1637,1.2167
"BCL2L12",1.3416,1.273
"DAP3",0.6272,0.3982
"HINT1",1.0177,0.7637
"FYTTD1",1.4733,1.3092
"ZMYM2",0.9225,0.7814
"NAP1L4",1.5597,1.5098
"E2F4",0.946,0.9869
"RCL1",0.4504,0.2394
"FAM50B",0.76,0.5238
"MAN2C1",1.5525,1.5563
"DUS3L",1.5515,1.3158
"CDC14A",0.8037,0.5376
"RHOA",0.9034,0.6222
"ARNT",1.4783,1.2213
"POLR2D",0.8253,0.6814
"TMX4",0.6101,0.447
"ZNF335",1.5779,1.4146
"UBE2L3",1.8299,1.5965
"RPP14",1.2541,1.2806
"TNFSF13B",1.2138,1.0943
"BMF",1.5029,1.525
"MYBBP1A",0.7194,0.721
"ISCU",1.1457,1.0738
"EID2",0.7359,0.4236
"MON2",1.2828,1.1551
"LZTR1",1.6409,1.6502
"SRP19",1.4875,1.381
"JOSD2",0.8406,0.7421
"ARID4B",1.756,1.5
"MTPN",0.9738,0.8464
"ZNF333",1.0441,0.7795
"ETFB",1.1307,1.1048
"CTBP1",1.6013,1.6694
"BID",0.9127,0.7683
"TNFRSF12A",0.9478,0.8479
"TESK2",0.9852,0.9845
"GZMK",1.1014,0.8382
"SCARF1",1.2334,0.9305
"UPRT",1.209,1.0333
"COMMD2",1.2637,0.9681
"RPP38",0.893,0.6893
"DARS",0.8013,0.662
"C11orf71",1.2016,1.1981
"WDR1",1.5537,1.3969
"RFT1",1.3176,1.0944
"PAK1",0.9338,0.7073
"ZNF764",1.3684,1.0909
"HHLA3",1.3865,1.5082
"SPATA13",1.7674,1.8548
"MARCH5",1.8237,1.7069
"EDC4",1.1679,0.8923
"SNRNP40",1.513,1.3439
"IDH3G",1.4366,1.3194
"POU2AF1",0.3714,0.2157
"TTPAL",1.0164,1.0011
"OMA1",1.0718,0.8031
"DCK",1.4189,1.1161
"DCAF4",0.3548,0.1352
"HMGCL",1.7319,1.6605
"PIM2",0.7951,0.8028
"SPTAN1",1.6667,1.8563
"WDR37",1.1196,1.2759
"GCLC",1.3033,1.2175
"ZNF688",1.6075,1.3704
"IFFO1",1.6804,1.6216
"AVL9",1.1981,0.8118
"TRPC4AP",1.2182,0.9816
"KIF2A",1.2955,1.1487
"GSS",1.6126,1.5624
"ALKBH2",0.9067,0.7392
"RGS3",1.085,0.968
"ZNF627",1.5022,1.3177
"TEF",1.7805,1.8284
"PIGU",1.0037,0.8594
"PNRC1",1.5296,1.5736
"TUSC2",1.2932,1.3592
"NCDN",1.674,1.5749
"ANKH",0.7082,0.6564
"HNRNPA1L2",0.8698,0.5581
"OPA3",1.4925,1.3707
"LGALS1",1.0953,1.1574
"ZBTB8OS",1.2101,1.046
"CXorf65",0.7943,0.6515
"NCK1",1.6471,1.3282
"TMED10",1.1387,1.0751
"PTDSS1",1.2187,1.1551
"POLR3F",1.3504,1.0774
"SRF",1.6438,1.5714
"PAN2",1.0649,0.9487
"ZXDC",1.7985,1.6793
"IFI16",1.128,1.0463
"GOLPH3",1.3516,1.3538
"ZRANB2",0.9114,0.6859
"VPS36",1.6626,1.7432
"RBM34",1.087,0.8959
"CCNB1IP1",1.4426,1.2289
"ZBTB34",0.4489,0.3247
"JMJD1C",1.3477,1.5267
"PGD",0.7618,0.4757
"ALDH18A1",1.0243,0.8126
"ZNF839",0.8693,1.0072
"THUMPD2",1.5709,1.2288
"SASH3",0.8035,0.6015
"TUBGCP3",1.863,1.6972
"C2orf88",0.8416,0.6888
"FCER1A",1.183,1.0372
"TTYH2",1.2652,1.04
"TRAPPC4",1.0544,0.8519
"USP32",1.1313,0.9198
"DENND1A",1.1194,0.8657
"CAMK2G",0.6535,0.5334
"SFXN5",1.0097,0.8538
"RNPEPL1",1.2982,1.0992
"RPUSD1",0.7543,0.6199
"AKR1B1",0.8887,0.8581
"ANAPC2",1.4064,1.2799
"GDF11",1.4961,1.4256
"SLC25A32",0.8603,0.6505
"WASF2",1.382,1.1894
"FBP1",1.1936,1.096
"CCNK",1.6598,1.7724
"TCF25",1.6745,1.5033
"PRDM2",0.7585,0.6898
"PPP4R2",1.4502,1.2945
"WWOX",1.4496,1.4978
"SBNO2",0.5064,0.3258
"WDR20",0.8201,0.7743
"ZFP36L2",1.1414,1.0056
"COQ7",1.8647,1.7149
"PHF5A",1.7622,1.5972
"KIAA0907",0.82,0.7391
"GPC2",0.872,0.7602
"STAM2",0.8837,0.8943
"ELK1",1.7059,1.7952
"PPM1F",0.9705,0.7603
"DAXX",1.8732,1.8579
"MSRB2",0.4079,0.3423
"NFE2",0.9166,0.6922
"ESYT2",0.3539,0.3217
"NEK4",1.0228,0.8397
"SUGT1",0.8696,0.7206
"CTSC",0.5982,0.3905
"CTDP1",1.2207,0.9593
"CRIP2",0.7322,0.6254
"PRKAG2",1.7512,1.6898
"CLP1",1.1559,1.0485
"RNF144A",1.2122,1.0105
"CASP3",1.3494,1.3563
"TSPAN18",0.8491,0.7983
"ASH2L",1.7432,1.5642
"GPN2",1.8859,1.8501
"S100A6",1.6809,1.7588
"POMT1",1.1328,1.032
"TIAM1",0.8802,0.6798
"ZDHHC12",1.1843,1.244
"CNTROB",0.8459,0.7146
"ZNF3",1.1927,1.1482
"PARP8",1.042,1.0658
"DDX55",0.6493,0.5134
"SRRT",1.5413,1.4462
"SRCAP",1.5206,1.3958
"MGAM",0.7205,0.4813
"PON2",1.1387,0.8579
"CDK12",1.5623,1.4714
"VPS13C",1.6429,1.5544
"INTS12",1.6884,1.6724
"IL18",1.3707,1.3069
"SIAH1",0.9085,0.6969
"ITGB7",0.8955,0.8718
"CUL3",1.6649,1.6523
"CASP7",1.182,0.8685
"RBPJ",1.018,0.7871
"FAM114A2",1.407,1.3748
"CAPRIN2",1.1811,1.0297
"TFDP2",1.2271,1.2699
"HECTD1",0.5262,0.3259
"CAMK1D",1.4387,1.2922
"RPL18",0.6524,0.4448
"UBOX5",1.6707,1.6734
"DNAJB12",0.7368,0.5448
"SEC23A",1.6707,1.6319
"CBX3",1.621,1.3716
"HERC1",1.2007,1.1999
"COL18A1",0.773,0.5517
"NECAP2",1.2165,1.2522
"EIF4B",0.828,0.7078
"CNOT1",1.415,1.2449
"GPKOW",1.3651,1.4124
"HM13",1.5176,1.34
"PRDX3",1.6516,1.5704
"MARK4",0.8583,0.7821
"DIDO1",0.5735,0.4139
"RPS5",1.1133,0.9053
"SELP",1.0086,0.814
"LTA4H",0.6342,0.5531
"PFKL",1.3724,1.1295
"CCNL1",1.5382,1.2543
"TRIM5",1.2754,1.0963
"AARSD1",1.2482,1.2218
"CDK5RAP3",1.6758,1.6118
"NGLY1",1.4912,1.4575
"IQSEC1",1.0168,0.748
"MAP3K1",1.7831,1.6401
"NASP",1.0867,0.8919
"RAB37",1.0253,0.8249
"NF1",1.2596,0.9641
"TNFRSF25",0.4666,0.3736
"MRPL14",1.1761,0.9255
"HSD17B10",1.5707,1.4494
"ANKRD54",1.5775,1.7036
"FAM98A",1.0364,0.7948
"GNB2",1.174,0.9256
"ICAM3",0.8042,0.5593
"TOP1",1.3816,1.1799
"IDE",0.9126,0.7697
"MFHAS1",1.2059,1.2542
"SETDB2",0.6849,0.4263
"VRK3",1.4073,1.0552
"TBC1D7",0.9636,0.7902
"BOD1",1.3912,1.1188
"DNAH1",1.5635,1.4001
"HADH",0.9116,0.8094
"MUS81",1.3574,1.2261
"TEX264",1.745,1.7748
"KRIT1",1.1241,1.0082
"DHRS13",0.5606,0.3855
"ZNF33B",1.4575,1.3512
"CASC4",1.5853,1.4378
"RNH1",1.5608,1.664
"PCF11",1.6605,1.4472
"EXOC2",1.2039,1.1552
"DENR",1.3779,1.1155
"FAM175B",1.7843,1.5381
"RASGRP2",0.9976,0.958
"G6PD",0.6811,0.5181
"GPR137B",1.3512,1.5267
"REPS1",0.6221,0.4227
"NUDT21",1.1879,0.8938
"RUFY3",1.4194,1.3095
"CBX7",0.9883,0.971
"UBE2E1",1.8092,1.7423
"FBXW7",1.5696,1.4943
"PPHLN1",1.2064,0.9054
"PDK3",0.978,0.689
"DYNLT3",1.1791,0.945
"MUTYH",1.641,1.726
"UCHL5",1.4399,1.2935
"TRERF1",1.8135,1.5807
"FLII",1.4052,1.2111
"UBQLN1",1.7795,1.9358
"CENPB",1.62,1.4748
"MRPL27",1.6299,1.3524
"SUPT16H",0.8796,0.7118
"BACH2",0.4103,0.2478
"STT3A",1.0736,0.9336
"SUFU",1.809,1.918
"SMARCD1",1.6029,1.674
"CLCN6",1.5289,1.5705
"AK1",0.7865,0.6263
"MAFF",0.8525,0.5352
"HMGCS1",0.833,0.6997
"XPO6",0.9995,0.8305
"SEPT9",0.9284,0.8752
"PPP1R11",1.3957,1.3325
"ZNF384",1.5525,1.3933
"CDIPT",0.9119,0.7591
"WDR91",1.021,0.9471
"SPINT1",0.7903,0.6028
"ACAT2",1.0222,0.7464
"EIF3A",0.931,0.8695
"PNMA1",0.6852,0.5291
"BCDIN3D",1.139,0.8325
"SERPINF1",0.6063,0.5243
"ST6GAL1",0.3469,0.373
"CD151",1.1107,1.0413
"SERPINB8",0.6964,0.4122
"TTYH3",1.1196,0.8105
"WDR59",0.8987,0.8006
"NDFIP1",0.7916,0.792
"SLA2",1.5463,1.4921
"SIRPB2",0.5612,0.3529
"WHAMM",0.8443,0.573
"TMEM9",1.4719,1.4727
"CCNT2",1.2292,1.1706
"HIVEP2",0.2659,0.2711
"CD160",1.5791,1.5768
"PHF14",0.7478,0.6456
"MRPS31",0.7948,0.5023
"CUL7",1.6653,1.4874
"RGS19",1.1802,0.9446
"ZNF189",1.4644,1.3386
"CYP20A1",0.7158,0.6108
"RBM45",1.5168,1.1616
"JAM3",1.5325,1.2713
"FAM53C",0.678,0.537
"SLC25A17",1.3198,1.074
"CUTC",1.3592,1.11
"MAN1A2",1.1076,1.0128
"DPCD",1.2549,1.2192
"TRPV2",0.9412,0.9391
"DDX52",0.7818,0.579
"CNP",1.4958,1.7638
"PSME2",1.6616,1.5455
"NAE1",0.9448,0.6397
"GLO1",1.3077,1.1939
"USP11",1.0917,1.2098
"MS4A6A",1.4714,1.379
"WDR41",1.2744,0.9359
"TJP3",0.9923,0.8732
"EPB41L2",0.8026,0.8779
"RPL8",0.7294,0.6131
"C16orf72",0.7799,0.5055
"FOXK1",0.4595,0.4217
"ERLIN2",1.3453,1.0591
"PPT1",1.2832,1.0399
"RUNX3",1.745,1.8452
"ASRGL1",0.9112,1.1313
"ZC3H14",1.3369,1.232
"CDC42SE1",1.2598,1.1002
"C1orf50",1.4346,1.1762
"MRPL15",1.3095,1.0629
"COX15",1.8089,1.7118
"C8orf76",1.5419,1.3034
"PATZ1",0.6545,0.6229
"CLK3",0.6066,0.4705
"CHURC1",1.3683,1.055
"HDAC10",1.2708,1.1348
"GNA12",0.9452,0.8257
"PCYOX1L",0.62,0.3428
"RNASE3",1.2255,1.1178
"GPR162",0.9188,0.7663
"CRTAM",0.7463,0.5197
"PARP12",1.8098,1.8347
"ABI3",0.6935,0.5695
"TMCC3",0.4307,0.2737
"ELAC2",0.4908,0.5444
"SNRPG",1.5684,1.2651
"HERPUD2",1.4673,1.3779
"PPP2R5C",1.5803,1.546
"MKL1",1.4717,1.2934
"IL11RA",0.4066,0.2858
"RHOT1",0.8155,0.6694
"HERC2",0.9801,1.0808
"ABCC1",1.6699,1.632
"RASGEF1A",0.661,0.6845
"TOMM40L",1.0795,0.9579
"CSAD",1.0129,0.8115
"ULK2",1.2822,1.059
"MYPOP",1.0848,0.8188
"ZNF561",1.4373,1.3198
"CD101",1.4522,1.5415
"PIM3",1.0779,0.9793
"ELOVL1",0.9278,0.7611
"LRPAP1",1.5529,1.3068
"R3HDM1",1.0455,0.9536
"IWS1",1.4268,1.557
"ACAP2",1.0025,0.7712
"EMILIN2",1.535,1.7136
"HN1",0.9547,0.8377
"DGUOK",1.876,1.4856
"TXNDC11",1.4336,1.4217
"UFD1L",1.4729,1.1351
"SIRT1",1.46,1.417
"ITPKC",0.7692,0.6847
"AAK1",1.6066,1.4564
"SEC22B",1.5963,1.6617
"COG8",1.3789,1.3383
"SPATA5L1",1.8521,1.8219
"CCNY",1.1147,0.889
"HCK",1.064,0.7576
"PELP1",1.1606,1.2894
"SHOC2",1.3539,1.4023
"ARHGAP19",0.6485,0.3947
"ARHGEF3",1.0779,0.9196
"ABCA2",0.8705,0.702
"ZNF703",1.5906,1.3609
"SVIP",1.2203,1.0143
"CPVL",1.722,1.7275
"DNPEP",1.5945,1.7243
"CD99L2",1.4658,1.6871
"TNFRSF10B",1.0275,1.0017
"CD33",1.759,1.8122
"DERL2",1.8715,1.746
"TXN",1.3519,1.4105
"RWDD2B",1.3696,1.0536
"FLAD1",1.6163,1.6085
"ELP2",0.6499,0.4921
"CNOT2",0.6578,0.5648
"ZFAND3",0.7375,0.5094
"HBQ1",1.1043,0.9812
"DOK3",0.7759,0.5807
"EIF2S1",1.3352,1.2092
"ZRANB1",1.1869,0.8698
"MPHOSPH6",1.5257,1.4659
"DYSF",0.7787,0.5577
"MRPS12",1.3325,1.175
"PFDN2",1.4608,1.3372
"FPR1",0.9506,0.7887
"THEM4",0.7551,0.6273
"KLC1",1.6941,1.496
"RBCK1",0.9581,0.6474
"HKR1",1.7586,1.5145
"RPS6KA5",0.7973,0.6131
"ANP32A",0.8643,0.772
"CDV3",1.0654,1.1449
"PIK3CB",1.3438,1.2274
"SHARPIN",0.8692,0.7115
"TACC3",1.5964,1.546
"ZBTB9",1.0704,1.0468
"ALAD",1.4052,1.3141
"DPEP3",1.3477,1.1843
"PSMC6",1.3244,1.151
"SLC16A3",0.8695,0.7204
"PKNOX1",1.3764,1.2787
"TMEM71",0.9675,1.0185
"PMF1",1.3046,1.166
"TMEM204",0.4147,0.2299
"PTGER2",0.9897,1.0078
"SLC9A8",0.5951,0.3581
"ZNF83",1.0536,0.794
"SPIB",1.0624,0.915
"AKAP9",1.552,1.417
"MTHFS",0.8101,0.6635
"CDK5",0.9997,0.9743
"NLGN3",1.1105,1.1261
"VAMP8",1.26,1.0282
"TCN2",0.5735,0.3123
"ATG12",1.699,1.5307
"ITGB1",1.3569,1.3519
"IMPAD1",1.0914,0.9776
"KIDINS220",1.6068,1.5684
"RSBN1",1.0685,1.0698
"ZC3H7B",1.323,1.1694
"DMTF1",1.0848,0.8094
"METTL1",0.7244,0.6301
"ZNF226",1.0945,0.8718
"RAB12",1.605,1.4166
"GFER",1.3472,1.2241
"CCDC25",0.7011,0.4593
"RNASEL",1.5429,1.5286
"RNF26",1.0265,1.0479
"C10orf11",1.7732,1.6365
"SYS1",1.3644,1.2864
"DHX30",1.384,1.4602
"DCTD",1.0512,0.9303
"USP47",0.7423,0.5064
"COX4I1",1.5653,1.4148
"GAB2",0.5074,0.3169
"LMBRD1",1.6818,1.8102
"YTHDC2",0.7303,0.5109
"ABAT",0.8431,0.6346
"CNNM3",1.1949,0.9104
"FBXO11",1.6868,1.6097
"FAR1",1.1544,0.8225
"ZHX2",1.7005,1.5403
"ALG12",1.6951,1.5802
"DVL3",0.5662,0.3794
"BCKDHA",1.3125,1.1086
"GLA",0.8133,0.617
"WRAP53",1.2576,1.1727
"VGLL4",1.6629,1.7174
"SYMPK",1.2184,1.2387
"UROD",1.0176,0.9094
"TTC16",1.3529,1.486
"SLC16A5",1.5438,1.2089
"AMACR",1.051,0.9936
"ZNF394",1.4996,1.5763
"DDX41",1.5961,1.3961
"NME3",1.5757,1.5007
"CRLS1",0.8754,0.6441
"ADIPOR1",1.2503,1.1706
"KLHL2",0.9748,0.9695
"PARVG",1.0161,0.7841
"FASTKD2",0.9911,0.8272
"NOP14",1.5692,1.4281
"CUL4A",0.7215,0.5543
"DYRK1A",1.4979,1.2803
"MCTP2",0.8839,0.7445
"CTBS",0.7739,0.6168
"PLD4",1.2256,1.3392
"SDCCAG3",0.9122,0.755
"NDUFA5",1.5249,1.3057
"SPHK2",1.7201,1.4053
"MIIP",0.7099,0.4487
"RP9",0.7833,0.5866
"TFG",1.5249,1.4387
"EPS15",1.1579,1.0241
"TPST2",0.9192,1.0344
"WDR74",1.0561,1.0891
"KLHDC3",1.6334,1.6633
"ATXN2",1.277,1.2317
"TMEM214",0.7621,0.6039
"DTWD1",0.9151,0.6922
"TSNAX",1.2626,1.18
"ZC3H3",1.125,0.8751
"RALGAPB",1.0759,1.0857
"USP30",1.5066,1.4144
"ME2",1.3108,1.1724
"MPRIP",0.7034,0.6672
"SNRNP70",1.4164,1.1807
"SLC25A12",0.7086,0.6932
"ELOVL5",0.7931,0.6676
"IFRD2",1.4782,1.4704
"SCARB2",1.1951,1.0396
"RMND5B",1.3979,1.2563
"AASDH",0.7522,0.5849
"SMC5",1.1826,0.9336
"GFM1",0.9768,0.933
"RB1CC1",1.545,1.547
"ZNF343",1.4845,1.5231
"PAM",1.1625,1.1421
"ZMYM6",0.8599,0.6235
"DPP7",1.5343,1.4461
"PIP4K2C",1.1798,1.1107
"SIVA1",1.3173,1.2321
"MBOAT2",0.6231,0.4065
"MTRR",1.3617,1.1826
"FAM76B",1.4288,1.2618
"PMPCA",1.6656,1.7343
"ASB3",0.9429,0.7686
"SLC25A28",1.369,1.4002
"DTX4",1.6313,1.631
"S100A8",1.4123,1.276
"GLYCTK",1.0822,1.0718
"NSD1",1.5039,1.2374
"CTNS",0.9349,0.8149
"ZNHIT6",0.4877,0.3277
"ZNF880",1.1622,1.0363
"ZNF429",1.0642,1.2057
"PTPRE",1.0378,1.0406
"BLOC1S2",1.3516,1.1953
"INTS10",0.7788,0.5294
"GTF3C3",0.8136,0.6341
"KHDRBS1",0.7246,0.4836
"RAD17",0.9654,0.8785
"RNF103",1.7199,1.5906
"EBP",1.2647,1.1244
"ALDH16A1",1.494,1.6056
"TEP1",0.9245,0.8305
"LYL1",0.9335,0.7511
"ENGASE",1.5157,1.6018
"OXER1",1.0283,0.9463
"ICOS",0.7032,0.4713
"TTC37",1.0063,0.8141
"IL18RAP",0.6528,0.6539
"RNF20",1.751,1.836
"SCFD2",1.4742,1.4938
"UQCR10",1.3461,1.1322
"ARL8A",0.6024,0.5118
"COPA",1.1888,1.4607
"GOLPH3L",1.3237,1.1155
"PKIA",0.6968,0.3861
"UBR3",1.2962,1.2639
"UBXN4",1.9707,1.7875
"GGCT",1.1977,0.9271
"PCCB",1.7921,1.7888
"FAM26F",1.6127,1.7207
"ESCO1",1.3935,1.1606
"HPSE",1.1602,1.0488
"RIN1",1.4354,1.5561
"HS1BP3",1.2947,1.0177
"TRIM52",1.2645,1.0319
"ARMC1",0.6732,0.4193
"MED21",1.3792,1.274
"GABARAPL2",1.6838,1.7258
"VPS45",1.5983,1.4176
"KDM3A",1.3479,1.3453
"PRDM8",0.9215,0.88
"SEMA4C",0.7272,0.5788
"WDFY3",1.1056,0.9244
"SSBP1",1.1014,0.841
"ZNF581",1.5713,1.4815
"PGS1",1.0086,0.7618
"ARPC2",1.3756,1.4282
"RRBP1",1.869,1.6897
"MFN2",1.4004,1.2118
"PLOD3",1.2582,1.0868
"IPCEF1",1.6389,1.5772
"CASP2",1.8587,1.9517
"MARCH3",1.6392,1.6598
"FAM60A",0.6475,0.3606
"EMD",1.6155,1.6941
"RTF1",1.5705,1.5143
"ZC3H8",0.8896,0.7371
"CD40LG",1.2158,1.0499
"CEACAM4",0.8295,0.7324
"CHRNA10",0.8658,0.6983
"HVCN1",1.8193,1.7951
"CD38",0.7538,0.696
"DAPK1",0.7084,0.5314
"MATK",0.8129,0.6127
"RAB33A",1.1859,0.9207
"KDSR",0.7639,0.56
"MDH2",1.0093,0.9687
"TMEM167B",1.8879,1.8194
"NDUFA7",0.7996,0.5357
"SNX10",1.2953,1.2259
"HNMT",1.6049,1.5926
"FASTKD5",0.8715,0.8043
"RNF146",1.9477,1.7989
"FXN",1.5074,1.1363
"FKBP11",1.1577,0.9371
"WDR44",1.3062,1.3656
"ZNHIT1",1.7426,1.7897
"TUBGCP4",1.8281,1.7035
"SIGLEC7",0.768,0.6684
"THUMPD3",0.7017,0.5654
"PRPF38B",1.5929,1.3408
"NDUFV3",1.6902,1.6266
"ANTXR2",1.0044,0.7183
"ETV7",0.6963,0.4879
"SMARCE1",0.5926,0.3693
"EXOSC4",1.543,1.5311
"AACS",1.7649,1.9083
"RNPEP",1.1955,1.041
"H2AFZ",1.7608,1.918
"HAUS8",1.4998,1.2647
"ITGAX",0.8093,0.5707
"APOL2",0.808,0.6717
"FBXW4",1.512,1.6392
"ARFGAP2",1.4911,1.3591
"NDUFB10",1.0485,0.8614
"PHF10",0.7828,0.4966
"TRIM13",1.3811,1.1863
"APEH",1.4056,1.1563
"HIPK1",1.2995,1.0916
"PLIN2",1.3767,1.4706
"HTT",1.2385,1.574
"LANCL2",1.3287,1.4383
"GSN",0.7142,0.5339
"ZFYVE21",1.3314,1.3628
"ALDH4A1",1.5731,1.3721
"PHB",1.5658,1.4358
"BTN2A2",1.2092,1.1407
"C17orf62",0.7784,0.6164
"TCHP",1.4999,1.4504
"MNAT1",0.7944,0.4895
"TBL2",0.8011,0.611
"HAGH",1.2412,1.0626
"UCKL1",1.0996,0.971
"TMEM115",1.6099,1.3116
"SIGLEC9",0.6753,0.4311
"MEAF6",0.6839,0.4872
"GRAP2",1.649,1.7615
"MBD1",1.2831,1.3876
"RPUSD2",0.3667,0.2245
"NAPSB",1.4047,1.5274
"LYST",1.7062,1.5813
"SNX9",0.7347,0.792
"SCYL3",1.6075,1.3371
"NSDHL",1.6,1.5502
"POMT2",1.157,1.1362
"ZNF691",1.6692,1.693
"ERGIC2",1.5912,1.3416
"RSAD1",1.247,1.1254
"N4BP2L1",1.2939,1.0692
"DMXL1",1.1813,1.0164
"SSR2",1.3973,1.2335
"ATP6V1E2",0.9105,0.5648
"LMAN2L",1.4797,1.4219
"RRP1",1.4186,1.3358
"PPP3R1",1.3284,0.9851
"ITGB2",1.74,1.6721
"FKBP2",1.031,1.0352
"SPNS1",1.5332,1.6644
"PLCL2",1.431,1.4406
"CHCHD10",1.3936,1.1957
"EXT1",1.0454,1.0556
"S1PR1",0.7396,0.6266
"ERP44",1.7706,1.6503
"ZNF22",1.0143,0.8166
"WBP2",0.8127,0.6312
"UBXN11",1.0072,1.04
"ARL11",0.5973,0.3711
"POLR2F",0.8744,0.9012
"GBGT1",1.1268,0.9102
"ANXA2",1.2481,1.3029
"CORO1A",1.3559,1.1222
"GCDH",1.3581,1.4764
"PLEKHO2",0.8512,0.5973
"S1PR4",0.9987,0.9507
"ZNF136",1.7057,1.5586
"RPS6KB1",1.0089,0.8127
"COPS7A",1.7799,1.7907
"CCNDBP1",1.4202,1.3421
"NUP62",0.8092,0.728
"CLN6",1.1418,0.9262
"XPNPEP3",1.3812,1.2663
"CXCR6",1.7841,1.8152
"GAPVD1",1.5163,1.5346
"FRMD8",1.6678,1.5771
"EPHX1",1.0186,0.8435
"NSUN3",1.5262,1.3777
"FLI1",1.5453,1.6184
"APBB3",1.7609,1.6118
"PSAP",1.5476,1.3183
"TPD52L2",0.7879,0.6447
"THAP6",1.7088,1.4155
"SLC38A5",1.2232,0.9669
"ADD1",1.7398,1.8375
"SLC35B1",1.6818,1.6123
"CNOT3",0.7866,0.609
"TNFSF12",1.8352,1.6081
"PTTG1",1.2798,1.229
"GRPEL2",0.5758,0.3856
"CSNK1G1",1.7446,1.707
"ATM",1.3048,1.3348
"STK16",1.7669,1.5248
"SYAP1",1.1328,1.1947
"KLRK1",1.5855,1.5763
"ATMIN",0.8693,0.7084
"E4F1",0.797,0.532
"NME7",1.4464,1.3084
"DYNLL2",1.7336,1.6693
"TNRC6A",1.378,1.379
"RIC8B",1.6527,1.4585
"SELL",0.8738,0.7288
"TBC1D2B",1.0182,0.8634
"TCF19",1.686,1.4908
"GSK3A",1.1265,0.951
"TOB1",1.8672,1.6619
"ZNF493",1.0701,0.9374
"RASSF4",1.9385,1.608
"ZNF746",1.143,0.8422
"CAB39",1.2127,1.2602
"KIAA2026",1.5496,1.5377
"WDR53",1.3822,1.0959
"EXOC5",1.0844,1.0585
"GART",0.8865,0.8429
"EXOC4",1.6114,1.6918
"RPL34",1.282,0.9999
"PIGO",0.7994,0.7494
"RNF31",0.7999,0.6845
"ZNF776",1.9065,1.778
"TAPBP",1.4254,1.1422
"LDB1",1.1329,1.0782
"CDC42",1.3801,1.1737
"ALAS1",1.2277,1.0225
"RNF111",1.5099,1.5713
"MPG",1.6301,1.7358
"SGPL1",0.915,0.7991
"CSF2RB",0.8643,0.5478
"SNRNP25",1.8984,1.7574
"LZTFL1",1.41,1.2574
"WDR11",0.9507,0.7141
"MED15",1.1907,0.9724
"PNOC",0.7345,0.529
"ARNTL",1.5541,1.6137
"LFNG",1.3001,1.2409
"FBXO31",1.3468,1.2999
"MTRF1",1.1097,0.8822
"HDDC2",1.2136,1.0257
"ZNF23",1.0311,1.0918
"AQP3",0.3226,0.1781
"NIF3L1",1.1377,0.9819
"PDZK1IP1",1.058,0.8771
"ZNF280D",1.1052,0.9892
"C6orf226",1.0608,0.7962
"SLC20A2",0.7978,0.5908
"METTL5",1.1415,0.8316
"MPPE1",0.7602,0.5728
"COG4",1.6302,1.4751
"MYL5",1.1779,1.095
"TMEM41B",0.9367,0.7025
"RINT1",0.9624,0.6263
"C19orf48",1.7447,1.8207
"TXNDC5",1.4741,1.4484
"NCSTN",1.5334,1.3331
"IFIH1",1.5156,1.4551
"CARD11",1.2298,1.3192
"ARAP2",1.8192,1.604
"SND1",1.584,1.5673
"CIRBP",1.4503,1.354
"MYLIP",0.6708,0.4979
"IMMT",0.8026,0.7755
